JsonType,DateNow,IdInvoice,IdDevice,IdShift,Id_Transaction,InvoiceDate,numResolution,Prefix,TotalWithoutTaxes,TotalTaxes,Subtotal,TotalAdjustments,Total,isVoided,IsElectronic,Tax,items,PaymentMethod,Receipt,Note,PaymentDetails.valuePaid,PaymentDetails.change,Reference.Id_TransactionParent
2,1761580540,63917,104,920,104-1761580540,2025-10-27 09:55:40,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 48, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 48, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761580540

--------------------------------------------
Sistema POS No:      Ferchaz-63917
Fecha de expedicion: 2025-10-27 09:55:40
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:06:28
Salida:            2025-10-27 09:54:13
Minutos:           47.75
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761577588
2,1761580698,63918,104,920,104-1761580698,2025-10-27 09:58:18,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 53, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 53, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761580698

--------------------------------------------
Sistema POS No:      Ferchaz-63918
Fecha de expedicion: 2025-10-27 09:58:18
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:05:08
Salida:            2025-10-27 09:57:58
Minutos:           52.83
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761577508
2,1761580713,63919,104,920,104-1761580713,2025-10-27 09:58:33,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 45, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 45, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761580713

--------------------------------------------
Sistema POS No:      Ferchaz-63919
Fecha de expedicion: 2025-10-27 09:58:33
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:13:42
Salida:            2025-10-27 09:58:25
Minutos:           44.72
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761578022
2,1761580768,63920,104,920,104-1761580768,2025-10-27 09:59:28,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 59, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 59, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761580768

--------------------------------------------
Sistema POS No:      Ferchaz-63920
Fecha de expedicion: 2025-10-27 09:59:28
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:00:21
Salida:            2025-10-27 09:58:59
Minutos:           58.63
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761577221
2,1761581200,63921,104,920,104-1761581200,2025-10-27 10:06:40,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 32, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 32, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761581200

--------------------------------------------
Sistema POS No:      Ferchaz-63921
Fecha de expedicion: 2025-10-27 10:06:40
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:34:00
Salida:            2025-10-27 10:06:02
Minutos:           32.03
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761579240
2,1761581286,63922,104,920,104-1761581286,2025-10-27 10:08:06,123456789,Ferchaz,43.1,6.9,50.0,0,50,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 43.1, 'tax': 6.9, 'Subtotal': 50.0, 'TotalAdjustment': 0, 'Total': 50, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 50, 'mins': 82, 'liquidacion': 50, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 82, 'valor': 50}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761581286

--------------------------------------------
Sistema POS No:      Ferchaz-63922
Fecha de expedicion: 2025-10-27 10:08:06
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 08:46:13
Salida:            2025-10-27 10:07:59
Minutos:           81.77
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   43.10   6.90   50.00   

        TOTAL A PAGAR:   $ 50.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 50.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,50,0,101-1761576373
2,1761581761,63923,104,920,104-1761581761,2025-10-27 10:16:01,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 23, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 23, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761581761

--------------------------------------------
Sistema POS No:      Ferchaz-63923
Fecha de expedicion: 2025-10-27 10:16:01
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:52:32
Salida:            2025-10-27 10:15:51
Minutos:           23.32
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761580352
2,1761581942,63924,104,920,104-1761581942,2025-10-27 10:19:02,123456789,Ferchaz,25.86,4.14,30.0,0,30,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 10, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 25.86, 'tax': 4.14, 'Subtotal': 30.0, 'TotalAdjustment': 0, 'Total': 30, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 30, 'mins': 7, 'liquidacion': 30, 'zona': 1, 'tv': 4, 'calculo_dias': {'2025-10-27': {'formula': 'VehiculosGrandes', 'mins': 7, 'valor': 30}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761581942

--------------------------------------------
Sistema POS No:      Ferchaz-63924
Fecha de expedicion: 2025-10-27 10:19:02
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 10:11:51
Salida:            2025-10-27 10:18:30
Minutos:           6.65
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   25.86   4.14   30.00   

        TOTAL A PAGAR:   $ 30.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 500.00
Cambio:            $ 470.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,500,470,101-1761581511
2,1761582072,63925,104,920,104-1761582072,2025-10-27 10:21:12,123456789,Ferchaz,43.1,6.9,50.0,0,50,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 43.1, 'tax': 6.9, 'Subtotal': 50.0, 'TotalAdjustment': 0, 'Total': 50, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 50, 'mins': 90, 'liquidacion': 50, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 90, 'valor': 50}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761582072

--------------------------------------------
Sistema POS No:      Ferchaz-63925
Fecha de expedicion: 2025-10-27 10:21:12
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 08:50:30
Salida:            2025-10-27 10:20:40
Minutos:           90.17
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   43.10   6.90   50.00   

        TOTAL A PAGAR:   $ 50.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 50.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,50,0,101-1761576630
2,1761582155,63926,104,920,104-1761582155,2025-10-27 10:22:35,123456789,Ferchaz,43.1,6.9,50.0,0,50,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 43.1, 'tax': 6.9, 'Subtotal': 50.0, 'TotalAdjustment': 0, 'Total': 50, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 50, 'mins': 65, 'liquidacion': 50, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 65, 'valor': 50}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761582155

--------------------------------------------
Sistema POS No:      Ferchaz-63926
Fecha de expedicion: 2025-10-27 10:22:35
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:17:09
Salida:            2025-10-27 10:22:00
Minutos:           64.85
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   43.10   6.90   50.00   

        TOTAL A PAGAR:   $ 50.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 50.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,50,0,101-1761578229
2,1761582306,63927,104,920,104-1761582306,2025-10-27 10:25:06,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 31, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 31, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761582306

--------------------------------------------
Sistema POS No:      Ferchaz-63927
Fecha de expedicion: 2025-10-27 10:25:06
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:53:33
Salida:            2025-10-27 10:24:51
Minutos:           31.3
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761580413
2,1761582468,63928,104,920,104-1761582468,2025-10-27 10:27:48,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 31, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 31, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761582468

--------------------------------------------
Sistema POS No:      Ferchaz-63928
Fecha de expedicion: 2025-10-27 10:27:48
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:56:08
Salida:            2025-10-27 10:27:00
Minutos:           30.87
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 25.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,25,0,101-1761580568
2,1761582870,63929,104,920,104-1761582870,2025-10-27 10:34:30,123456789,Ferchaz,25.86,4.14,30.0,0,30,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 10, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 25.86, 'tax': 4.14, 'Subtotal': 30.0, 'TotalAdjustment': 0, 'Total': 30, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 30, 'mins': 30, 'liquidacion': 30, 'zona': 1, 'tv': 4, 'calculo_dias': {'2025-10-27': {'formula': 'VehiculosGrandes', 'mins': 30, 'valor': 30}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761582870

--------------------------------------------
Sistema POS No:      Ferchaz-63929
Fecha de expedicion: 2025-10-27 10:34:30
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 10:04:22
Salida:            2025-10-27 10:34:15
Minutos:           29.88
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   25.86   4.14   30.00   

        TOTAL A PAGAR:   $ 30.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 30.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,30,0,101-1761581062
2,1761583171,63930,104,920,104-1761583171,2025-10-27 10:39:31,123456789,Ferchaz,43.1,6.9,50.0,0,50,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 43.1, 'tax': 6.9, 'Subtotal': 50.0, 'TotalAdjustment': 0, 'Total': 50, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 50, 'mins': 67, 'liquidacion': 50, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 67, 'valor': 50}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761583171

--------------------------------------------
Sistema POS No:      Ferchaz-63930
Fecha de expedicion: 2025-10-27 10:39:31
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:32:13
Salida:            2025-10-27 10:39:14
Minutos:           67.02
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   43.10   6.90   50.00   

        TOTAL A PAGAR:   $ 50.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 50.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,50,0,101-1761579133
2,1761583278,63931,104,920,104-1761583278,2025-10-27 10:41:18,123456789,Ferchaz,21.55,3.45,25.0,0,25,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 21.55, 'tax': 3.45, 'Subtotal': 25.0, 'TotalAdjustment': 0, 'Total': 25, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 25, 'mins': 23, 'liquidacion': 25, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 23, 'valor': 25}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761583278

--------------------------------------------
Sistema POS No:      Ferchaz-63931
Fecha de expedicion: 2025-10-27 10:41:18
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 10:17:44
Salida:            2025-10-27 10:40:46
Minutos:           23.03
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   21.55   3.45   25.00   

        TOTAL A PAGAR:   $ 25.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 100.00
Cambio:            $  75.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,100,75,101-1761581864
2,1761583301,63932,104,920,104-1761583301,2025-10-27 10:41:41,123456789,Ferchaz,43.1,6.9,50.0,0,50,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 8, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 43.1, 'tax': 6.9, 'Subtotal': 50.0, 'TotalAdjustment': 0, 'Total': 50, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 50, 'mins': 77, 'liquidacion': 50, 'zona': 1, 'tv': 1, 'calculo_dias': {'2025-10-27': {'formula': 'Carros', 'mins': 77, 'valor': 50}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761583301

--------------------------------------------
Sistema POS No:      Ferchaz-63932
Fecha de expedicion: 2025-10-27 10:41:41
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 09:24:23
Salida:            2025-10-27 10:41:27
Minutos:           77.07
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   43.10   6.90   50.00   

        TOTAL A PAGAR:   $ 50.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 50.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,50,0,101-1761578663
2,1761583680,63933,104,920,104-1761583680,2025-10-27 10:48:00,123456789,Ferchaz,25.86,4.14,30.0,0,30,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 10, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 25.86, 'tax': 4.14, 'Subtotal': 30.0, 'TotalAdjustment': 0, 'Total': 30, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 30, 'mins': 41, 'liquidacion': 30, 'zona': 1, 'tv': 4, 'calculo_dias': {'2025-10-27': {'formula': 'VehiculosGrandes', 'mins': 41, 'valor': 30}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761583680

--------------------------------------------
Sistema POS No:      Ferchaz-63933
Fecha de expedicion: 2025-10-27 10:48:00
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 10:06:45
Salida:            2025-10-27 10:47:57
Minutos:           41.2
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   25.86   4.14   30.00   

        TOTAL A PAGAR:   $ 30.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 30.00
Cambio:            $  0.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,30,0,101-1761581205
2,1761583780,63934,104,920,104-1761583780,2025-10-27 10:49:40,123456789,Ferchaz,25.86,4.14,30.0,0,30,False,False,"[{'Id_Tax': 1, 'TaxValue': 16, 'TaxName': 'IVA'}]","[{'Id_Product': 10, 'description': 'Estacionamiento', 'TotalWithoutTaxes': 25.86, 'tax': 4.14, 'Subtotal': 30.0, 'TotalAdjustment': 0, 'Total': 30, 'AgreementsApplied': [], 'NoteItems': {'Detail_liquidation': {'total': 30, 'mins': 32, 'liquidacion': 30, 'zona': 1, 'tv': 4, 'calculo_dias': {'2025-10-27': {'formula': 'VehiculosGrandes', 'mins': 32, 'valor': 30}}, 'convenios': []}}}]",0,"Estacionamiento Ocampo
Melchor Ocampo #175
4441631191

Transaccion: 104-1761583780

--------------------------------------------
Sistema POS No:      Ferchaz-63934
Fecha de expedicion: 2025-10-27 10:49:40
--------------------------------------------
Placa:             
Id Device:         104
Ingreso:           2025-10-27 10:17:01
Salida:            2025-10-27 10:48:31
Minutos:           31.5
--------------------------------------------
Detalle          Subtotal   Impuesto   Total
--------------------------------------------
Estacionamiento   25.86   4.14   30.00   

        TOTAL A PAGAR:   $ 30.00
--------------------------------------------
Pago Efectivo
Efectivo:          $ 100.00
Cambio:            $  70.00
--------------------------------------------

GRACIAS POR VISITARNOS

--------------------------------------------
Elaborado por:CONTROLES INTELIGENTES S.A.S
WWW.CI24.COM
Nit:900.249.884-9
--------------------------------------------",,100,70,101-1761581821
